Index,name,generation,attack,defense,hp,special_attack,special_defense,speed,type_1,type_2,url
3512,dwebble,5,65,85,50,35,35,55,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon)
3513,dwebble,6,65,85,50,35,35,55,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon)
3514,dwebble,7,65,85,50,35,35,55,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon)
3515,crustle,5,105,125,70,65,75,45,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon)
3516,crustle,6,105,125,70,65,75,45,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon)
3517,crustle,7,105,125,70,65,75,45,bug,rock,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon)
3518,scraggy,5,75,70,50,35,70,48,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon)
3519,scraggy,6,75,70,50,35,70,48,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon)
3520,scraggy,7,75,70,50,35,70,48,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon)
3521,scrafty,5,90,115,65,45,115,58,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)
3522,scrafty,6,90,115,65,45,115,58,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)
3523,scrafty,7,90,115,65,45,115,58,dark,fighting,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)
3524,sigilyph,5,58,80,72,103,80,97,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon)
3525,sigilyph,6,58,80,72,103,80,97,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon)
3526,sigilyph,7,58,80,72,103,80,97,psychic,flying,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon)
3527,yamask,5,30,85,38,55,65,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon)
3528,yamask,6,30,85,38,55,65,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon)
3529,yamask,7,30,85,38,55,65,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon)
3530,cofagrigus,5,50,145,58,95,105,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon)
3531,cofagrigus,6,50,145,58,95,105,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon)
3532,cofagrigus,7,50,145,58,95,105,30,ghost,null,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon)
3533,tirtouga,5,78,103,54,53,45,22,water,rock,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon)
3534,tirtouga,6,78,103,54,53,45,22,water,rock,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon)
3535,tirtouga,7,78,103,54,53,45,22,water,rock,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon)
3536,carracosta,5,108,133,74,83,65,32,water,rock,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon)
3537,carracosta,6,108,133,74,83,65,32,water,rock,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon)
3538,carracosta,7,108,133,74,83,65,32,water,rock,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon)
3539,archen,5,112,45,55,74,45,70,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon)
3540,archen,6,112,45,55,74,45,70,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon)
3541,archen,7,112,45,55,74,45,70,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon)
3542,archeops,5,140,65,75,112,65,110,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon)
3543,archeops,6,140,65,75,112,65,110,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon)
3544,archeops,7,140,65,75,112,65,110,rock,flying,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon)
3545,trubbish,5,50,62,50,40,62,65,poison,null,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon)
3546,trubbish,6,50,62,50,40,62,65,poison,null,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon)
3547,trubbish,7,50,62,50,40,62,65,poison,null,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon)
3548,garbodor,5,95,82,80,60,82,75,poison,null,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)
3549,garbodor,6,95,82,80,60,82,75,poison,null,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)
3550,garbodor,7,95,82,80,60,82,75,poison,null,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)
3551,zorua,5,65,40,40,80,40,65,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon)
3552,zorua,6,65,40,40,80,40,65,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon)
3553,zorua,7,65,40,40,80,40,65,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon)
3554,zoroark,5,105,60,60,120,60,105,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)
3555,zoroark,6,105,60,60,120,60,105,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)
3556,zoroark,7,105,60,60,120,60,105,dark,null,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)
3557,minccino,5,50,40,55,40,40,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon)
3558,minccino,6,50,40,55,40,40,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon)
3559,minccino,7,50,40,55,40,40,75,normal,null,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon)
3560,cinccino,5,95,60,75,65,60,115,normal,null,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon)
3561,cinccino,6,95,60,75,65,60,115,normal,null,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon)
3562,cinccino,7,95,60,75,65,60,115,normal,null,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon)
3563,gothita,5,30,50,45,55,65,45,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon)
3564,gothita,6,30,50,45,55,65,45,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon)
3565,gothita,7,30,50,45,55,65,45,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon)
3566,gothorita,5,45,70,60,75,85,55,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon)
3567,gothorita,6,45,70,60,75,85,55,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon)
3568,gothorita,7,45,70,60,75,85,55,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon)
3569,gothitelle,5,55,95,70,95,110,65,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon)
3570,gothitelle,6,55,95,70,95,110,65,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon)
3571,gothitelle,7,55,95,70,95,110,65,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon)
3572,solosis,5,30,40,45,105,50,20,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon)
3573,solosis,6,30,40,45,105,50,20,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon)
3574,solosis,7,30,40,45,105,50,20,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon)
3575,duosion,5,40,50,65,125,60,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon)
3576,duosion,6,40,50,65,125,60,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon)
3577,duosion,7,40,50,65,125,60,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon)
3578,reuniclus,5,65,75,110,125,85,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon)
3579,reuniclus,6,65,75,110,125,85,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon)
3580,reuniclus,7,65,75,110,125,85,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon)
3581,ducklett,5,44,50,62,44,50,55,water,flying,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon)
3582,ducklett,6,44,50,62,44,50,55,water,flying,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon)
3583,ducklett,7,44,50,62,44,50,55,water,flying,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon)
3584,swanna,5,87,63,75,87,63,98,water,flying,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon)
3585,swanna,6,87,63,75,87,63,98,water,flying,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon)
3586,swanna,7,87,63,75,87,63,98,water,flying,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon)
3587,vanillite,5,50,50,36,65,60,44,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon)
3588,vanillite,6,50,50,36,65,60,44,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon)
3589,vanillite,7,50,50,36,65,60,44,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon)
3590,vanillish,5,65,65,51,80,75,59,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon)
3591,vanillish,6,65,65,51,80,75,59,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon)
3592,vanillish,7,65,65,51,80,75,59,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon)
3593,vanilluxe,5,95,85,71,110,95,79,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon)
3594,vanilluxe,6,95,85,71,110,95,79,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon)
3595,vanilluxe,7,95,85,71,110,95,79,ice,null,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon)
3596,deerling,5,60,50,60,40,50,75,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon)
3597,deerling,6,60,50,60,40,50,75,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon)
3598,deerling,7,60,50,60,40,50,75,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon)
3599,sawsbuck,5,100,70,80,60,70,95,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon)
3600,sawsbuck,6,100,70,80,60,70,95,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon)
3601,sawsbuck,7,100,70,80,60,70,95,normal,grass,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon)
3602,emolga,5,75,60,55,75,60,103,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon)
3603,emolga,6,75,60,55,75,60,103,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon)
3604,emolga,7,75,60,55,75,60,103,electric,flying,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon)
3605,karrablast,5,75,45,50,40,45,60,bug,null,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon)
3606,karrablast,6,75,45,50,40,45,60,bug,null,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon)
3607,karrablast,7,75,45,50,40,45,60,bug,null,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon)
3608,escavalier,5,135,105,70,60,105,20,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon)
3609,escavalier,6,135,105,70,60,105,20,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon)
3610,escavalier,7,135,105,70,60,105,20,bug,steel,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon)
3611,foongus,5,55,45,69,55,55,15,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon)
3612,foongus,6,55,45,69,55,55,15,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon)
3613,foongus,7,55,45,69,55,55,15,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon)
3614,amoonguss,5,85,70,114,85,80,30,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon)
3615,amoonguss,6,85,70,114,85,80,30,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon)
3616,amoonguss,7,85,70,114,85,80,30,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon)
3617,frillish,5,40,50,55,65,85,40,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon)
3618,frillish,6,40,50,55,65,85,40,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon)
3619,frillish,7,40,50,55,65,85,40,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon)
3620,jellicent,5,60,70,100,85,105,60,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon)
3621,jellicent,6,60,70,100,85,105,60,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon)
3622,jellicent,7,60,70,100,85,105,60,water,ghost,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon)
3623,alomomola,5,75,80,165,40,45,65,water,null,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon)
3624,alomomola,6,75,80,165,40,45,65,water,null,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon)
3625,alomomola,7,75,80,165,40,45,65,water,null,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon)
3626,joltik,5,47,50,50,57,50,65,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon)
3627,joltik,6,47,50,50,57,50,65,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon)
3628,joltik,7,47,50,50,57,50,65,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon)
3629,galvantula,5,77,60,70,97,60,108,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon)
3630,galvantula,6,77,60,70,97,60,108,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon)
3631,galvantula,7,77,60,70,97,60,108,bug,electric,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon)
3632,ferroseed,5,50,91,44,24,86,10,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon)
3633,ferroseed,6,50,91,44,24,86,10,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon)
3634,ferroseed,7,50,91,44,24,86,10,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon)
3635,ferrothorn,5,94,131,74,54,116,20,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon)
3636,ferrothorn,6,94,131,74,54,116,20,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon)
3637,ferrothorn,7,94,131,74,54,116,20,grass,steel,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon)
3638,klink,5,55,70,40,45,60,30,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon)
3639,klink,6,55,70,40,45,60,30,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon)
3640,klink,7,55,70,40,45,60,30,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon)
3641,klang,5,80,95,60,70,85,50,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon)
3642,klang,6,80,95,60,70,85,50,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon)
3643,klang,7,80,95,60,70,85,50,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon)
3644,klinklang,5,100,115,60,70,85,90,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon)
3645,klinklang,6,100,115,60,70,85,90,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon)
3646,klinklang,7,100,115,60,70,85,90,steel,null,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon)
3647,tynamo,5,55,40,35,45,40,60,electric,null,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon)
3648,tynamo,6,55,40,35,45,40,60,electric,null,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon)
3649,tynamo,7,55,40,35,45,40,60,electric,null,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon)
3650,eelektrik,5,85,70,65,75,70,40,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon)
3651,eelektrik,6,85,70,65,75,70,40,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon)
3652,eelektrik,7,85,70,65,75,70,40,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon)
3653,eelektross,5,115,80,85,105,80,50,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon)
3654,eelektross,6,115,80,85,105,80,50,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon)
3655,eelektross,7,115,80,85,105,80,50,electric,null,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon)
3656,elgyem,5,55,55,55,85,55,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon)
3657,elgyem,6,55,55,55,85,55,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon)
3658,elgyem,7,55,55,55,85,55,30,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon)
3659,beheeyem,5,75,75,75,125,95,40,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon)
3660,beheeyem,6,75,75,75,125,95,40,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon)
3661,beheeyem,7,75,75,75,125,95,40,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon)
3662,litwick,5,30,55,50,65,55,20,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon)
3663,litwick,6,30,55,50,65,55,20,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon)
3664,litwick,7,30,55,50,65,55,20,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon)
3665,lampent,5,40,60,60,95,60,55,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon)
3666,lampent,6,40,60,60,95,60,55,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon)
3667,lampent,7,40,60,60,95,60,55,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon)
3668,chandelure,5,55,90,60,145,90,80,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon)
3669,chandelure,6,55,90,60,145,90,80,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon)
3670,chandelure,7,55,90,60,145,90,80,ghost,fire,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon)
3671,axew,5,87,60,46,30,40,57,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon)
3672,axew,6,87,60,46,30,40,57,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon)
3673,axew,7,87,60,46,30,40,57,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon)
3674,fraxure,5,117,70,66,40,50,67,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon)
3675,fraxure,6,117,70,66,40,50,67,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon)
3676,fraxure,7,117,70,66,40,50,67,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon)
3677,haxorus,5,147,90,76,60,70,97,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon)
3678,haxorus,6,147,90,76,60,70,97,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon)
3679,haxorus,7,147,90,76,60,70,97,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon)
3680,cubchoo,5,70,40,55,60,40,40,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon)
3681,cubchoo,6,70,40,55,60,40,40,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon)
3682,cubchoo,7,70,40,55,60,40,40,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon)
3683,beartic,5,130,80,95,70,80,50,ice,null,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon)
3684,beartic,6,130,80,95,70,80,50,ice,null,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon)
3685,beartic,7,130,80,95,70,80,50,ice,null,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon)
3686,cryogonal,5,50,50,80,95,135,105,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon)
3687,cryogonal,6,50,50,80,95,135,105,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon)
3688,cryogonal,7,50,50,80,95,135,105,ice,null,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon)
3689,shelmet,5,40,85,50,40,65,25,bug,null,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon)
3690,shelmet,6,40,85,50,40,65,25,bug,null,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon)
3691,shelmet,7,40,85,50,40,65,25,bug,null,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon)
3692,accelgor,5,70,40,80,100,60,145,bug,null,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon)
3693,accelgor,6,70,40,80,100,60,145,bug,null,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon)
3694,accelgor,7,70,40,80,100,60,145,bug,null,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon)
3695,stunfisk,5,66,84,109,81,99,32,ground,electric,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon)
3696,stunfisk,6,66,84,109,81,99,32,ground,electric,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon)
3697,stunfisk,7,66,84,109,81,99,32,ground,electric,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon)
3698,mienfoo,5,85,50,45,55,50,65,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon)
3699,mienfoo,6,85,50,45,55,50,65,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon)
3700,mienfoo,7,85,50,45,55,50,65,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon)
3701,mienshao,5,125,60,65,95,60,105,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon)
3702,mienshao,6,125,60,65,95,60,105,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon)
3703,mienshao,7,125,60,65,95,60,105,fighting,null,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon)
3704,druddigon,5,120,90,77,60,90,48,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon)
3705,druddigon,6,120,90,77,60,90,48,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon)
3706,druddigon,7,120,90,77,60,90,48,dragon,null,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon)
3707,golett,5,74,50,59,35,50,35,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon)
3708,golett,6,74,50,59,35,50,35,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon)
3709,golett,7,74,50,59,35,50,35,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon)
3710,golurk,5,124,80,89,55,80,55,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon)
3711,golurk,6,124,80,89,55,80,55,ground,ghost,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon)
